"Step","05072025_yolov11n_histEQ - train/box_loss","05072025_yolov11n_histEQ - train/box_loss__MIN","05072025_yolov11n_histEQ - train/box_loss__MAX","05072025_yolov11s_histEQ2 - train/box_loss","05072025_yolov11s_histEQ2 - train/box_loss__MIN","05072025_yolov11s_histEQ2 - train/box_loss__MAX","05072025_yolov11l_histEQ3 - train/box_loss","05072025_yolov11l_histEQ3 - train/box_loss__MIN","05072025_yolov11l_histEQ3 - train/box_loss__MAX","04072025_yolov11m_histEQ - train/box_loss","04072025_yolov11m_histEQ - train/box_loss__MIN","04072025_yolov11m_histEQ - train/box_loss__MAX"
"190","0.68049","0.68049","0.68049","0.78261","0.78261","0.78261","0.85962","0.85962","0.85962","0.80605","0.80605","0.80605"
"191","0.67963","0.67963","0.67963","0.76022","0.76022","0.76022","0.83651","0.83651","0.83651","0.83398","0.83398","0.83398"
"192","0.6756","0.6756","0.6756","0.76413","0.76413","0.76413","0.85328","0.85328","0.85328","0.82164","0.82164","0.82164"
"193","0.6808","0.6808","0.6808","0.7549","0.7549","0.7549","0.84591","0.84591","0.84591","0.80581","0.80581","0.80581"
"194","0.67611","0.67611","0.67611","0.75262","0.75262","0.75262","0.85216","0.85216","0.85216","0.79899","0.79899","0.79899"
"195","0.67252","0.67252","0.67252","0.74298","0.74298","0.74298","0.88314","0.88314","0.88314","0.83051","0.83051","0.83051"
"196","0.66907","0.66907","0.66907","0.77117","0.77117","0.77117","0.87082","0.87082","0.87082","0.8092","0.8092","0.8092"
"197","0.69115","0.69115","0.69115","0.77169","0.77169","0.77169","0.85919","0.85919","0.85919","0.83503","0.83503","0.83503"
"198","0.65081","0.65081","0.65081","0.76449","0.76449","0.76449","0.86063","0.86063","0.86063","0.81804","0.81804","0.81804"
"199","0.67648","0.67648","0.67648","0.76667","0.76667","0.76667","0.84708","0.84708","0.84708","0.79777","0.79777","0.79777"
"200","0.66675","0.66675","0.66675","0.74629","0.74629","0.74629","0.87706","0.87706","0.87706","0.79185","0.79185","0.79185"
"201","0.64475","0.64475","0.64475","0.76216","0.76216","0.76216","0.84153","0.84153","0.84153","0.81362","0.81362","0.81362"
"202","0.66287","0.66287","0.66287","0.75339","0.75339","0.75339","0.81817","0.81817","0.81817","0.80618","0.80618","0.80618"
"203","0.67123","0.67123","0.67123","0.76028","0.76028","0.76028","0.82194","0.82194","0.82194","0.86592","0.86592","0.86592"
"204","0.65438","0.65438","0.65438","0.78289","0.78289","0.78289","0.83959","0.83959","0.83959","0.81423","0.81423","0.81423"
"205","0.64726","0.64726","0.64726","0.75758","0.75758","0.75758","0.82832","0.82832","0.82832","0.78784","0.78784","0.78784"
"206","0.69027","0.69027","0.69027","0.76404","0.76404","0.76404","0.81473","0.81473","0.81473","0.80326","0.80326","0.80326"
"207","0.68033","0.68033","0.68033","0.75953","0.75953","0.75953","0.83789","0.83789","0.83789","0.81518","0.81518","0.81518"
"208","0.68293","0.68293","0.68293","0.74946","0.74946","0.74946","0.84817","0.84817","0.84817","0.81696","0.81696","0.81696"
"209","0.66985","0.66985","0.66985","0.76443","0.76443","0.76443","0.83185","0.83185","0.83185","0.84207","0.84207","0.84207"
"210","0.6635","0.6635","0.6635","0.77225","0.77225","0.77225","0.86016","0.86016","0.86016","0.87444","0.87444","0.87444"
"211","0.67493","0.67493","0.67493","0.78576","0.78576","0.78576","0.80928","0.80928","0.80928","0.83013","0.83013","0.83013"
"212","0.63089","0.63089","0.63089","0.72672","0.72672","0.72672","0.80533","0.80533","0.80533","0.81853","0.81853","0.81853"
"213","0.67265","0.67265","0.67265","0.74815","0.74815","0.74815","0.82279","0.82279","0.82279","0.8004","0.8004","0.8004"
"214","0.65655","0.65655","0.65655","0.75218","0.75218","0.75218","0.83093","0.83093","0.83093","0.79786","0.79786","0.79786"
"215","0.6512","0.6512","0.6512","0.75076","0.75076","0.75076","0.83431","0.83431","0.83431","0.82359","0.82359","0.82359"
"216","0.64636","0.64636","0.64636","0.71998","0.71998","0.71998","0.81734","0.81734","0.81734","0.82137","0.82137","0.82137"
"217","0.66938","0.66938","0.66938","0.73625","0.73625","0.73625","0.81828","0.81828","0.81828","0.79428","0.79428","0.79428"
"218","0.68514","0.68514","0.68514","0.76067","0.76067","0.76067","0.84725","0.84725","0.84725","0.76079","0.76079","0.76079"
"219","0.65169","0.65169","0.65169","0.7303","0.7303","0.7303","0.83227","0.83227","0.83227","0.75778","0.75778","0.75778"
"220","0.67512","0.67512","0.67512","0.74786","0.74786","0.74786","0.82545","0.82545","0.82545","0.8145","0.8145","0.8145"
"221","0.65227","0.65227","0.65227","0.7308","0.7308","0.7308","0.81771","0.81771","0.81771","0.80885","0.80885","0.80885"
"222","0.65448","0.65448","0.65448","0.74682","0.74682","0.74682","0.82051","0.82051","0.82051","0.82168","0.82168","0.82168"
"223","0.66614","0.66614","0.66614","0.73265","0.73265","0.73265","0.83549","0.83549","0.83549","0.76643","0.76643","0.76643"
"224","0.65319","0.65319","0.65319","0.73042","0.73042","0.73042","0.79784","0.79784","0.79784","0.79663","0.79663","0.79663"
"225","0.66442","0.66442","0.66442","0.72924","0.72924","0.72924","0.7887","0.7887","0.7887","0.80367","0.80367","0.80367"
"226","0.63601","0.63601","0.63601","0.71339","0.71339","0.71339","0.82077","0.82077","0.82077","0.79027","0.79027","0.79027"
"227","0.65602","0.65602","0.65602","0.73196","0.73196","0.73196","0.82436","0.82436","0.82436","0.7975","0.7975","0.7975"
"228","0.67527","0.67527","0.67527","0.73754","0.73754","0.73754","0.79513","0.79513","0.79513","0.80189","0.80189","0.80189"
"229","0.65285","0.65285","0.65285","0.71444","0.71444","0.71444","0.81076","0.81076","0.81076","0.80268","0.80268","0.80268"
"230","0.66117","0.66117","0.66117","0.72129","0.72129","0.72129","0.78545","0.78545","0.78545","0.76622","0.76622","0.76622"
"231","0.63089","0.63089","0.63089","0.71244","0.71244","0.71244","0.81064","0.81064","0.81064","0.76732","0.76732","0.76732"
"232","0.65082","0.65082","0.65082","0.73581","0.73581","0.73581","0.84422","0.84422","0.84422","0.78222","0.78222","0.78222"
"233","0.67036","0.67036","0.67036","0.7227","0.7227","0.7227","0.79707","0.79707","0.79707","0.79781","0.79781","0.79781"
"234","0.65585","0.65585","0.65585","0.70158","0.70158","0.70158","0.83311","0.83311","0.83311","0.78509","0.78509","0.78509"
"235","0.6602","0.6602","0.6602","0.7259","0.7259","0.7259","0.78913","0.78913","0.78913","0.77636","0.77636","0.77636"
"236","0.65355","0.65355","0.65355","0.71172","0.71172","0.71172","0.81354","0.81354","0.81354","0.7902","0.7902","0.7902"
"237","0.6688","0.6688","0.6688","0.74493","0.74493","0.74493","0.81492","0.81492","0.81492","0.77218","0.77218","0.77218"
"238","0.64656","0.64656","0.64656","0.7086","0.7086","0.7086","0.81691","0.81691","0.81691","0.78297","0.78297","0.78297"
"239","0.63427","0.63427","0.63427","0.69211","0.69211","0.69211","0.77665","0.77665","0.77665","0.75762","0.75762","0.75762"
"240","0.64786","0.64786","0.64786","0.70443","0.70443","0.70443","0.80114","0.80114","0.80114","0.7594","0.7594","0.7594"
"241","0.6404","0.6404","0.6404","0.69275","0.69275","0.69275","0.77979","0.77979","0.77979","0.77216","0.77216","0.77216"
"242","0.65381","0.65381","0.65381","0.72576","0.72576","0.72576","0.78838","0.78838","0.78838","0.77359","0.77359","0.77359"
"243","0.65507","0.65507","0.65507","0.72333","0.72333","0.72333","0.7808","0.7808","0.7808","0.77978","0.77978","0.77978"
"244","0.64295","0.64295","0.64295","0.71466","0.71466","0.71466","0.8043","0.8043","0.8043","0.80235","0.80235","0.80235"
"245","0.62847","0.62847","0.62847","0.69944","0.69944","0.69944","0.77663","0.77663","0.77663","0.77038","0.77038","0.77038"
"246","0.63319","0.63319","0.63319","0.71694","0.71694","0.71694","0.79026","0.79026","0.79026","0.77673","0.77673","0.77673"
"247","0.62217","0.62217","0.62217","0.69956","0.69956","0.69956","0.77998","0.77998","0.77998","0.78038","0.78038","0.78038"
"248","0.61922","0.61922","0.61922","0.68284","0.68284","0.68284","0.79903","0.79903","0.79903","0.76333","0.76333","0.76333"
"249","0.64366","0.64366","0.64366","0.70666","0.70666","0.70666","0.80335","0.80335","0.80335","0.79416","0.79416","0.79416"
"250","0.63449","0.63449","0.63449","0.7057","0.7057","0.7057","0.77917","0.77917","0.77917","0.7716","0.7716","0.7716"
"251","0.63394","0.63394","0.63394","0.70814","0.70814","0.70814","0.79025","0.79025","0.79025","0.76655","0.76655","0.76655"
"252","0.63746","0.63746","0.63746","0.72595","0.72595","0.72595","0.80577","0.80577","0.80577","0.77411","0.77411","0.77411"
"253","0.65001","0.65001","0.65001","0.7442","0.7442","0.7442","0.8332","0.8332","0.8332","0.78974","0.78974","0.78974"
"254","0.63161","0.63161","0.63161","0.70924","0.70924","0.70924","0.79133","0.79133","0.79133","0.7537","0.7537","0.7537"
"255","0.64908","0.64908","0.64908","0.71926","0.71926","0.71926","0.79442","0.79442","0.79442","0.77075","0.77075","0.77075"
"256","0.6293","0.6293","0.6293","0.70172","0.70172","0.70172","0.78025","0.78025","0.78025","0.76891","0.76891","0.76891"
"257","0.6324","0.6324","0.6324","0.7147","0.7147","0.7147","0.78051","0.78051","0.78051","0.76295","0.76295","0.76295"
"258","0.62337","0.62337","0.62337","0.71686","0.71686","0.71686","0.7788","0.7788","0.7788","0.78169","0.78169","0.78169"
"259","0.63014","0.63014","0.63014","0.7257","0.7257","0.7257","0.76885","0.76885","0.76885","0.7561","0.7561","0.7561"
"260","0.61536","0.61536","0.61536","0.69977","0.69977","0.69977","0.74456","0.74456","0.74456","0.76136","0.76136","0.76136"
"261","0.60514","0.60514","0.60514","0.69265","0.69265","0.69265","0.76058","0.76058","0.76058","0.75182","0.75182","0.75182"
"262","0.61763","0.61763","0.61763","0.68815","0.68815","0.68815","0.76869","0.76869","0.76869","0.75796","0.75796","0.75796"
"263","0.61214","0.61214","0.61214","0.6936","0.6936","0.6936","0.79161","0.79161","0.79161","0.74302","0.74302","0.74302"
"264","0.62871","0.62871","0.62871","0.70781","0.70781","0.70781","0.77121","0.77121","0.77121","0.76394","0.76394","0.76394"
"265","0.61922","0.61922","0.61922","0.70313","0.70313","0.70313","0.78077","0.78077","0.78077","0.73886","0.73886","0.73886"
"266","0.61949","0.61949","0.61949","0.70369","0.70369","0.70369","0.78219","0.78219","0.78219","0.78338","0.78338","0.78338"
"267","0.62352","0.62352","0.62352","0.69454","0.69454","0.69454","0.76432","0.76432","0.76432","0.76055","0.76055","0.76055"
"268","0.64592","0.64592","0.64592","0.70048","0.70048","0.70048","0.77128","0.77128","0.77128","0.73314","0.73314","0.73314"
"269","0.60766","0.60766","0.60766","0.6771","0.6771","0.6771","0.769","0.769","0.769","0.71819","0.71819","0.71819"
"270","0.60497","0.60497","0.60497","0.69619","0.69619","0.69619","0.76052","0.76052","0.76052","0.76087","0.76087","0.76087"
"271","0.62312","0.62312","0.62312","0.70458","0.70458","0.70458","0.76814","0.76814","0.76814","0.76622","0.76622","0.76622"
"272","0.61785","0.61785","0.61785","0.70624","0.70624","0.70624","0.77558","0.77558","0.77558","0.76649","0.76649","0.76649"
"273","0.6036","0.6036","0.6036","0.66398","0.66398","0.66398","0.7632","0.7632","0.7632","0.76578","0.76578","0.76578"
"274","0.62205","0.62205","0.62205","0.68334","0.68334","0.68334","0.76007","0.76007","0.76007","0.76914","0.76914","0.76914"
"275","0.60391","0.60391","0.60391","0.6643","0.6643","0.6643","0.7669","0.7669","0.7669","0.77528","0.77528","0.77528"
"276","0.63276","0.63276","0.63276","0.69939","0.69939","0.69939","0.74855","0.74855","0.74855","0.75435","0.75435","0.75435"
"277","0.61394","0.61394","0.61394","0.67402","0.67402","0.67402","0.75832","0.75832","0.75832","0.77014","0.77014","0.77014"
"278","0.60579","0.60579","0.60579","0.68118","0.68118","0.68118","0.76731","0.76731","0.76731","0.73744","0.73744","0.73744"
"279","0.61088","0.61088","0.61088","0.70131","0.70131","0.70131","0.78025","0.78025","0.78025","0.73455","0.73455","0.73455"
"280","0.6183","0.6183","0.6183","0.69228","0.69228","0.69228","0.80362","0.80362","0.80362","0.74841","0.74841","0.74841"
"281","0.62229","0.62229","0.62229","0.6998","0.6998","0.6998","0.77732","0.77732","0.77732","0.73583","0.73583","0.73583"
"282","0.61683","0.61683","0.61683","0.69881","0.69881","0.69881","0.77516","0.77516","0.77516","0.76218","0.76218","0.76218"
"283","0.60809","0.60809","0.60809","0.66751","0.66751","0.66751","0.73678","0.73678","0.73678","0.73011","0.73011","0.73011"
"284","0.61252","0.61252","0.61252","0.67311","0.67311","0.67311","0.75948","0.75948","0.75948","0.73105","0.73105","0.73105"
"285","0.61188","0.61188","0.61188","0.67361","0.67361","0.67361","0.79817","0.79817","0.79817","0.71941","0.71941","0.71941"
"286","0.62293","0.62293","0.62293","0.69074","0.69074","0.69074","0.75019","0.75019","0.75019","0.73128","0.73128","0.73128"
"287","0.5917","0.5917","0.5917","0.67089","0.67089","0.67089","0.74293","0.74293","0.74293","0.72787","0.72787","0.72787"
"288","0.58049","0.58049","0.58049","0.65921","0.65921","0.65921","0.75063","0.75063","0.75063","0.72821","0.72821","0.72821"
"289","0.58911","0.58911","0.58911","0.67335","0.67335","0.67335","0.74853","0.74853","0.74853","0.74781","0.74781","0.74781"
"290","0.61616","0.61616","0.61616","0.69352","0.69352","0.69352","0.76383","0.76383","0.76383","0.72368","0.72368","0.72368"
"291","0.60777","0.60777","0.60777","0.66967","0.66967","0.66967","0.73981","0.73981","0.73981","0.74922","0.74922","0.74922"
"292","0.60876","0.60876","0.60876","0.67827","0.67827","0.67827","0.73151","0.73151","0.73151","0.74074","0.74074","0.74074"
"293","0.60044","0.60044","0.60044","0.68443","0.68443","0.68443","0.75536","0.75536","0.75536","0.71946","0.71946","0.71946"
"294","0.60878","0.60878","0.60878","0.65584","0.65584","0.65584","0.74452","0.74452","0.74452","0.74168","0.74168","0.74168"
"295","0.62024","0.62024","0.62024","0.67256","0.67256","0.67256","0.76132","0.76132","0.76132","0.74359","0.74359","0.74359"
"296","0.61153","0.61153","0.61153","0.67404","0.67404","0.67404","0.76468","0.76468","0.76468","0.70632","0.70632","0.70632"
"297","0.60068","0.60068","0.60068","0.66304","0.66304","0.66304","0.72484","0.72484","0.72484","0.76287","0.76287","0.76287"
"298","0.59806","0.59806","0.59806","0.65562","0.65562","0.65562","0.7634","0.7634","0.7634","0.72564","0.72564","0.72564"
"299","0.60547","0.60547","0.60547","0.66984","0.66984","0.66984","0.75","0.75","0.75","0.7287","0.7287","0.7287"
"300","0.60684","0.60684","0.60684","0.67056","0.67056","0.67056","0.76746","0.76746","0.76746","0.74986","0.74986","0.74986"
"301","0.59905","0.59905","0.59905","0.66436","0.66436","0.66436","0.74781","0.74781","0.74781","0.72964","0.72964","0.72964"
"302","0.60989","0.60989","0.60989","0.6813","0.6813","0.6813","0.72319","0.72319","0.72319","0.71233","0.71233","0.71233"
"303","0.58243","0.58243","0.58243","0.65045","0.65045","0.65045","0.71288","0.71288","0.71288","0.71993","0.71993","0.71993"
"304","0.59654","0.59654","0.59654","0.66037","0.66037","0.66037","0.73895","0.73895","0.73895","0.71429","0.71429","0.71429"
"305","0.57745","0.57745","0.57745","0.64967","0.64967","0.64967","0.75945","0.75945","0.75945","0.71043","0.71043","0.71043"
"306","0.60076","0.60076","0.60076","0.66525","0.66525","0.66525","0.74365","0.74365","0.74365","0.69825","0.69825","0.69825"
"307","0.60348","0.60348","0.60348","0.68375","0.68375","0.68375","0.75305","0.75305","0.75305","0.7026","0.7026","0.7026"
"308","0.59773","0.59773","0.59773","0.64231","0.64231","0.64231","0.73953","0.73953","0.73953","0.72699","0.72699","0.72699"
"309","0.60034","0.60034","0.60034","0.66668","0.66668","0.66668","0.73555","0.73555","0.73555","0.70426","0.70426","0.70426"
"310","0.58037","0.58037","0.58037","0.65311","0.65311","0.65311","0.72809","0.72809","0.72809","0.70457","0.70457","0.70457"
"311","0.59916","0.59916","0.59916","0.67024","0.67024","0.67024","0.7463","0.7463","0.7463","0.74111","0.74111","0.74111"
"312","0.59244","0.59244","0.59244","0.67145","0.67145","0.67145","0.73542","0.73542","0.73542","0.74379","0.74379","0.74379"
"313","0.58662","0.58662","0.58662","0.6579","0.6579","0.6579","0.72045","0.72045","0.72045","0.70406","0.70406","0.70406"
"314","0.59485","0.59485","0.59485","0.65383","0.65383","0.65383","0.73195","0.73195","0.73195","0.7283","0.7283","0.7283"
"315","0.59416","0.59416","0.59416","0.65902","0.65902","0.65902","0.73406","0.73406","0.73406","0.71052","0.71052","0.71052"
"316","0.57215","0.57215","0.57215","0.6638","0.6638","0.6638","0.73448","0.73448","0.73448","0.72132","0.72132","0.72132"
"317","0.57981","0.57981","0.57981","0.6526","0.6526","0.6526","0.74594","0.74594","0.74594","0.7139","0.7139","0.7139"
"318","0.58479","0.58479","0.58479","0.65462","0.65462","0.65462","0.73412","0.73412","0.73412","0.70336","0.70336","0.70336"
"319","0.56425","0.56425","0.56425","0.64272","0.64272","0.64272","0.73416","0.73416","0.73416","0.71628","0.71628","0.71628"
"320","0.56911","0.56911","0.56911","0.66061","0.66061","0.66061","0.7091","0.7091","0.7091","0.72629","0.72629","0.72629"
"321","0.58162","0.58162","0.58162","0.66181","0.66181","0.66181","0.72712","0.72712","0.72712","0.71624","0.71624","0.71624"
"322","0.59341","0.59341","0.59341","0.66338","0.66338","0.66338","0.70857","0.70857","0.70857","0.6989","0.6989","0.6989"
"323","0.58825","0.58825","0.58825","0.66431","0.66431","0.66431","0.71888","0.71888","0.71888","0.69757","0.69757","0.69757"
"324","0.59273","0.59273","0.59273","0.66355","0.66355","0.66355","0.69048","0.69048","0.69048","0.71412","0.71412","0.71412"
"325","0.58166","0.58166","0.58166","0.63924","0.63924","0.63924","0.70989","0.70989","0.70989","0.67781","0.67781","0.67781"
"326","0.58065","0.58065","0.58065","0.64535","0.64535","0.64535","0.70174","0.70174","0.70174","0.70269","0.70269","0.70269"
"327","0.59896","0.59896","0.59896","0.66042","0.66042","0.66042","0.71752","0.71752","0.71752","0.6967","0.6967","0.6967"
"328","0.602","0.602","0.602","0.65399","0.65399","0.65399","0.74543","0.74543","0.74543","0.71107","0.71107","0.71107"
"329","0.58015","0.58015","0.58015","0.63904","0.63904","0.63904","0.72844","0.72844","0.72844","0.71573","0.71573","0.71573"
"330","0.59727","0.59727","0.59727","0.64872","0.64872","0.64872","0.71963","0.71963","0.71963","0.67369","0.67369","0.67369"
"331","0.57037","0.57037","0.57037","0.63681","0.63681","0.63681","0.72445","0.72445","0.72445","0.69128","0.69128","0.69128"
"332","0.57701","0.57701","0.57701","0.66017","0.66017","0.66017","0.73","0.73","0.73","0.68059","0.68059","0.68059"
"333","0.59423","0.59423","0.59423","0.66185","0.66185","0.66185","0.72018","0.72018","0.72018","0.71633","0.71633","0.71633"
"334","0.58004","0.58004","0.58004","0.64792","0.64792","0.64792","0.72338","0.72338","0.72338","0.71008","0.71008","0.71008"
"335","0.56017","0.56017","0.56017","0.63216","0.63216","0.63216","0.70855","0.70855","0.70855","0.69347","0.69347","0.69347"
"336","0.56212","0.56212","0.56212","0.63023","0.63023","0.63023","0.71178","0.71178","0.71178","0.67988","0.67988","0.67988"
"337","0.56054","0.56054","0.56054","0.62732","0.62732","0.62732","0.69924","0.69924","0.69924","0.66771","0.66771","0.66771"
"338","0.55642","0.55642","0.55642","0.62083","0.62083","0.62083","0.68652","0.68652","0.68652","0.66944","0.66944","0.66944"
"339","0.57622","0.57622","0.57622","0.64715","0.64715","0.64715","0.71409","0.71409","0.71409","0.67156","0.67156","0.67156"
"340","0.58138","0.58138","0.58138","0.66643","0.66643","0.66643","0.70406","0.70406","0.70406","0.71074","0.71074","0.71074"
"341","0.56517","0.56517","0.56517","0.63127","0.63127","0.63127","0.70302","0.70302","0.70302","0.67735","0.67735","0.67735"
"342","0.56113","0.56113","0.56113","0.61902","0.61902","0.61902","0.71037","0.71037","0.71037","0.70107","0.70107","0.70107"
"343","0.57671","0.57671","0.57671","0.64269","0.64269","0.64269","0.70922","0.70922","0.70922","0.67639","0.67639","0.67639"
"344","0.55185","0.55185","0.55185","0.62194","0.62194","0.62194","0.70939","0.70939","0.70939","0.71274","0.71274","0.71274"
"345","0.5726","0.5726","0.5726","0.62842","0.62842","0.62842","0.70652","0.70652","0.70652","0.67355","0.67355","0.67355"
"346","0.5889","0.5889","0.5889","0.6369","0.6369","0.6369","0.70332","0.70332","0.70332","0.68065","0.68065","0.68065"
"347","0.5681","0.5681","0.5681","0.62862","0.62862","0.62862","0.69543","0.69543","0.69543","0.66779","0.66779","0.66779"
"348","0.57573","0.57573","0.57573","0.63366","0.63366","0.63366","0.71226","0.71226","0.71226","0.66266","0.66266","0.66266"
"349","0.56011","0.56011","0.56011","0.6195","0.6195","0.6195","0.67793","0.67793","0.67793","0.66598","0.66598","0.66598"
"350","0.54817","0.54817","0.54817","0.60564","0.60564","0.60564","0.69551","0.69551","0.69551","0.6777","0.6777","0.6777"
"351","0.5658","0.5658","0.5658","0.64296","0.64296","0.64296","0.70575","0.70575","0.70575","0.7131","0.7131","0.7131"
"352","0.55369","0.55369","0.55369","0.62524","0.62524","0.62524","0.68577","0.68577","0.68577","0.67772","0.67772","0.67772"
"353","0.54707","0.54707","0.54707","0.61377","0.61377","0.61377","0.68114","0.68114","0.68114","0.66539","0.66539","0.66539"
"354","0.56367","0.56367","0.56367","0.62373","0.62373","0.62373","0.68868","0.68868","0.68868","0.69962","0.69962","0.69962"
"355","0.56338","0.56338","0.56338","0.63295","0.63295","0.63295","0.70006","0.70006","0.70006","0.66951","0.66951","0.66951"
"356","0.54739","0.54739","0.54739","0.60594","0.60594","0.60594","0.7106","0.7106","0.7106","0.6669","0.6669","0.6669"
"357","0.5616","0.5616","0.5616","0.62839","0.62839","0.62839","0.69253","0.69253","0.69253","0.67782","0.67782","0.67782"
"358","0.57174","0.57174","0.57174","0.64589","0.64589","0.64589","0.70505","0.70505","0.70505","0.68063","0.68063","0.68063"
"359","0.56667","0.56667","0.56667","0.63248","0.63248","0.63248","0.69645","0.69645","0.69645","0.67107","0.67107","0.67107"
"360","0.5614","0.5614","0.5614","0.62222","0.62222","0.62222","0.68552","0.68552","0.68552","0.67687","0.67687","0.67687"
"361","0.52934","0.52934","0.52934","0.5982","0.5982","0.5982","0.70734","0.70734","0.70734","0.66755","0.66755","0.66755"
"362","0.54306","0.54306","0.54306","0.60504","0.60504","0.60504","0.69769","0.69769","0.69769","0.66748","0.66748","0.66748"
"363","0.53676","0.53676","0.53676","0.59862","0.59862","0.59862","0.68528","0.68528","0.68528","0.68765","0.68765","0.68765"
"364","0.56342","0.56342","0.56342","0.60786","0.60786","0.60786","0.69532","0.69532","0.69532","0.6857","0.6857","0.6857"
"365","0.55788","0.55788","0.55788","0.60155","0.60155","0.60155","0.69358","0.69358","0.69358","0.64225","0.64225","0.64225"
"366","0.53248","0.53248","0.53248","0.58331","0.58331","0.58331","0.67081","0.67081","0.67081","0.66665","0.66665","0.66665"
"367","0.54488","0.54488","0.54488","0.58841","0.58841","0.58841","0.66937","0.66937","0.66937","0.67277","0.67277","0.67277"
"368","0.55651","0.55651","0.55651","0.60959","0.60959","0.60959","0.67972","0.67972","0.67972","0.63894","0.63894","0.63894"
"369","0.54286","0.54286","0.54286","0.59681","0.59681","0.59681","0.67978","0.67978","0.67978","0.66989","0.66989","0.66989"
"370","0.53503","0.53503","0.53503","0.61104","0.61104","0.61104","0.67191","0.67191","0.67191","0.7005","0.7005","0.7005"
"371","0.53729","0.53729","0.53729","0.60515","0.60515","0.60515","0.6871","0.6871","0.6871","0.67245","0.67245","0.67245"
"372","0.53924","0.53924","0.53924","0.60806","0.60806","0.60806","0.68882","0.68882","0.68882","0.70887","0.70887","0.70887"
"373","0.54129","0.54129","0.54129","0.60281","0.60281","0.60281","0.66175","0.66175","0.66175","0.65913","0.65913","0.65913"
"374","0.53423","0.53423","0.53423","0.59065","0.59065","0.59065","0.68459","0.68459","0.68459","0.67091","0.67091","0.67091"
"375","0.53193","0.53193","0.53193","0.59361","0.59361","0.59361","0.66063","0.66063","0.66063","0.64345","0.64345","0.64345"
"376","0.53843","0.53843","0.53843","0.60285","0.60285","0.60285","0.69121","0.69121","0.69121","0.65616","0.65616","0.65616"
"377","0.54929","0.54929","0.54929","0.61261","0.61261","0.61261","0.67941","0.67941","0.67941","0.65852","0.65852","0.65852"
"378","0.5245","0.5245","0.5245","0.59474","0.59474","0.59474","0.68099","0.68099","0.68099","0.65184","0.65184","0.65184"
"379","0.52512","0.52512","0.52512","0.59585","0.59585","0.59585","0.65676","0.65676","0.65676","0.67282","0.67282","0.67282"
"380","0.5443","0.5443","0.5443","0.6034","0.6034","0.6034","0.68541","0.68541","0.68541","0.68426","0.68426","0.68426"
"381","0.53394","0.53394","0.53394","0.6023","0.6023","0.6023","0.68975","0.68975","0.68975","0.65108","0.65108","0.65108"
"382","0.53388","0.53388","0.53388","0.60353","0.60353","0.60353","0.66102","0.66102","0.66102","0.67564","0.67564","0.67564"
"383","0.53973","0.53973","0.53973","0.60761","0.60761","0.60761","0.67791","0.67791","0.67791","0.68112","0.68112","0.68112"
"384","0.51605","0.51605","0.51605","0.58439","0.58439","0.58439","0.66679","0.66679","0.66679","0.66118","0.66118","0.66118"
"385","0.53528","0.53528","0.53528","0.58371","0.58371","0.58371","0.64395","0.64395","0.64395","0.65597","0.65597","0.65597"
"386","0.53912","0.53912","0.53912","0.61151","0.61151","0.61151","0.68784","0.68784","0.68784","0.65023","0.65023","0.65023"
"387","0.51571","0.51571","0.51571","0.5764","0.5764","0.5764","0.65088","0.65088","0.65088","0.63211","0.63211","0.63211"
"388","0.54087","0.54087","0.54087","0.5972","0.5972","0.5972","0.66876","0.66876","0.66876","0.62225","0.62225","0.62225"
"389","0.54057","0.54057","0.54057","0.59912","0.59912","0.59912","0.67486","0.67486","0.67486","0.64133","0.64133","0.64133"
"390","0.53864","0.53864","0.53864","0.59838","0.59838","0.59838","0.65802","0.65802","0.65802","0.63709","0.63709","0.63709"
"391","0.52465","0.52465","0.52465","0.58927","0.58927","0.58927","0.6806","0.6806","0.6806","0.66405","0.66405","0.66405"
"392","0.53407","0.53407","0.53407","0.60289","0.60289","0.60289","0.66633","0.66633","0.66633","0.65317","0.65317","0.65317"
"393","0.51479","0.51479","0.51479","0.57681","0.57681","0.57681","0.67039","0.67039","0.67039","0.63816","0.63816","0.63816"
"394","0.51806","0.51806","0.51806","0.58244","0.58244","0.58244","0.65412","0.65412","0.65412","0.64722","0.64722","0.64722"
"395","0.53004","0.53004","0.53004","0.58517","0.58517","0.58517","0.6617","0.6617","0.6617","0.65177","0.65177","0.65177"
"396","0.54405","0.54405","0.54405","0.59719","0.59719","0.59719","0.65687","0.65687","0.65687","0.60828","0.60828","0.60828"
"397","0.51873","0.51873","0.51873","0.57085","0.57085","0.57085","0.64416","0.64416","0.64416","0.62156","0.62156","0.62156"
"398","0.51828","0.51828","0.51828","0.57383","0.57383","0.57383","0.66076","0.66076","0.66076","0.63773","0.63773","0.63773"
"399","0.52469","0.52469","0.52469","0.57414","0.57414","0.57414","0.65953","0.65953","0.65953","0.61601","0.61601","0.61601"
"400","0.52069","0.52069","0.52069","0.57647","0.57647","0.57647","0.65968","0.65968","0.65968","0.63347","0.63347","0.63347"
"401","0.51133","0.51133","0.51133","0.58189","0.58189","0.58189","0.64072","0.64072","0.64072","0.63289","0.63289","0.63289"
"402","0.52334","0.52334","0.52334","0.59293","0.59293","0.59293","0.65948","0.65948","0.65948","0.62903","0.62903","0.62903"
"403","0.51328","0.51328","0.51328","0.58161","0.58161","0.58161","0.62305","0.62305","0.62305","0.61652","0.61652","0.61652"
