"Step","05072025_yolov11n_histEQ - train/cls_loss","05072025_yolov11n_histEQ - train/cls_loss__MIN","05072025_yolov11n_histEQ - train/cls_loss__MAX","05072025_yolov11s_histEQ2 - train/cls_loss","05072025_yolov11s_histEQ2 - train/cls_loss__MIN","05072025_yolov11s_histEQ2 - train/cls_loss__MAX","05072025_yolov11l_histEQ3 - train/cls_loss","05072025_yolov11l_histEQ3 - train/cls_loss__MIN","05072025_yolov11l_histEQ3 - train/cls_loss__MAX","04072025_yolov11m_histEQ - train/cls_loss","04072025_yolov11m_histEQ - train/cls_loss__MIN","04072025_yolov11m_histEQ - train/cls_loss__MAX"
"189","0.44364","0.44364","0.44364","0.5106","0.5106","0.5106","0.54834","0.54834","0.54834","0.52796","0.52796","0.52796"
"190","0.4405","0.4405","0.4405","0.49764","0.49764","0.49764","0.54957","0.54957","0.54957","0.50919","0.50919","0.50919"
"191","0.44579","0.44579","0.44579","0.47562","0.47562","0.47562","0.548","0.548","0.548","0.52081","0.52081","0.52081"
"192","0.43587","0.43587","0.43587","0.4829","0.4829","0.4829","0.5364","0.5364","0.5364","0.51059","0.51059","0.51059"
"193","0.43141","0.43141","0.43141","0.48282","0.48282","0.48282","0.55502","0.55502","0.55502","0.52715","0.52715","0.52715"
"194","0.43422","0.43422","0.43422","0.50146","0.50146","0.50146","0.54149","0.54149","0.54149","0.51439","0.51439","0.51439"
"195","0.4322","0.4322","0.4322","0.48476","0.48476","0.48476","0.55659","0.55659","0.55659","0.53128","0.53128","0.53128"
"196","0.43085","0.43085","0.43085","0.49485","0.49485","0.49485","0.55052","0.55052","0.55052","0.52514","0.52514","0.52514"
"197","0.44531","0.44531","0.44531","0.49133","0.49133","0.49133","0.54407","0.54407","0.54407","0.53548","0.53548","0.53548"
"198","0.42748","0.42748","0.42748","0.49461","0.49461","0.49461","0.54996","0.54996","0.54996","0.52455","0.52455","0.52455"
"199","0.43159","0.43159","0.43159","0.49712","0.49712","0.49712","0.53153","0.53153","0.53153","0.50731","0.50731","0.50731"
"200","0.43547","0.43547","0.43547","0.48124","0.48124","0.48124","0.56098","0.56098","0.56098","0.50819","0.50819","0.50819"
"201","0.42382","0.42382","0.42382","0.48131","0.48131","0.48131","0.53111","0.53111","0.53111","0.52762","0.52762","0.52762"
"202","0.42455","0.42455","0.42455","0.487","0.487","0.487","0.52115","0.52115","0.52115","0.51047","0.51047","0.51047"
"203","0.43519","0.43519","0.43519","0.47924","0.47924","0.47924","0.53365","0.53365","0.53365","0.53982","0.53982","0.53982"
"204","0.41987","0.41987","0.41987","0.49095","0.49095","0.49095","0.52249","0.52249","0.52249","0.53568","0.53568","0.53568"
"205","0.41977","0.41977","0.41977","0.47245","0.47245","0.47245","0.53145","0.53145","0.53145","0.51397","0.51397","0.51397"
"206","0.44689","0.44689","0.44689","0.48582","0.48582","0.48582","0.52269","0.52269","0.52269","0.52682","0.52682","0.52682"
"207","0.44011","0.44011","0.44011","0.4943","0.4943","0.4943","0.51919","0.51919","0.51919","0.53641","0.53641","0.53641"
"208","0.42988","0.42988","0.42988","0.48422","0.48422","0.48422","0.51603","0.51603","0.51603","0.52198","0.52198","0.52198"
"209","0.42408","0.42408","0.42408","0.47806","0.47806","0.47806","0.52517","0.52517","0.52517","0.52244","0.52244","0.52244"
"210","0.42686","0.42686","0.42686","0.48998","0.48998","0.48998","0.54185","0.54185","0.54185","0.52499","0.52499","0.52499"
"211","0.43077","0.43077","0.43077","0.48492","0.48492","0.48492","0.52208","0.52208","0.52208","0.52227","0.52227","0.52227"
"212","0.41604","0.41604","0.41604","0.47211","0.47211","0.47211","0.51628","0.51628","0.51628","0.53139","0.53139","0.53139"
"213","0.42643","0.42643","0.42643","0.47234","0.47234","0.47234","0.52224","0.52224","0.52224","0.49198","0.49198","0.49198"
"214","0.42363","0.42363","0.42363","0.45877","0.45877","0.45877","0.52344","0.52344","0.52344","0.50225","0.50225","0.50225"
"215","0.41528","0.41528","0.41528","0.4705","0.4705","0.4705","0.52928","0.52928","0.52928","0.51337","0.51337","0.51337"
"216","0.4229","0.4229","0.4229","0.45265","0.45265","0.45265","0.5016","0.5016","0.5016","0.50319","0.50319","0.50319"
"217","0.42226","0.42226","0.42226","0.47169","0.47169","0.47169","0.50754","0.50754","0.50754","0.51789","0.51789","0.51789"
"218","0.43322","0.43322","0.43322","0.47095","0.47095","0.47095","0.53251","0.53251","0.53251","0.49271","0.49271","0.49271"
"219","0.41972","0.41972","0.41972","0.46025","0.46025","0.46025","0.52262","0.52262","0.52262","0.49531","0.49531","0.49531"
"220","0.42301","0.42301","0.42301","0.475","0.475","0.475","0.53645","0.53645","0.53645","0.52365","0.52365","0.52365"
"221","0.42618","0.42618","0.42618","0.47882","0.47882","0.47882","0.51549","0.51549","0.51549","0.4951","0.4951","0.4951"
"222","0.41454","0.41454","0.41454","0.46715","0.46715","0.46715","0.51866","0.51866","0.51866","0.53976","0.53976","0.53976"
"223","0.42339","0.42339","0.42339","0.46775","0.46775","0.46775","0.52269","0.52269","0.52269","0.51067","0.51067","0.51067"
"224","0.41732","0.41732","0.41732","0.46904","0.46904","0.46904","0.49617","0.49617","0.49617","0.5078","0.5078","0.5078"
"225","0.4266","0.4266","0.4266","0.46066","0.46066","0.46066","0.49558","0.49558","0.49558","0.4936","0.4936","0.4936"
"226","0.4122","0.4122","0.4122","0.45726","0.45726","0.45726","0.51265","0.51265","0.51265","0.48733","0.48733","0.48733"
"227","0.41407","0.41407","0.41407","0.45758","0.45758","0.45758","0.51832","0.51832","0.51832","0.50525","0.50525","0.50525"
"228","0.42015","0.42015","0.42015","0.46058","0.46058","0.46058","0.50006","0.50006","0.50006","0.50318","0.50318","0.50318"
"229","0.41771","0.41771","0.41771","0.45203","0.45203","0.45203","0.50854","0.50854","0.50854","0.50262","0.50262","0.50262"
"230","0.4062","0.4062","0.4062","0.45049","0.45049","0.45049","0.48836","0.48836","0.48836","0.49028","0.49028","0.49028"
"231","0.39798","0.39798","0.39798","0.44328","0.44328","0.44328","0.49956","0.49956","0.49956","0.4797","0.4797","0.4797"
"232","0.43296","0.43296","0.43296","0.47009","0.47009","0.47009","0.503","0.503","0.503","0.52558","0.52558","0.52558"
"233","0.42112","0.42112","0.42112","0.44684","0.44684","0.44684","0.49706","0.49706","0.49706","0.53569","0.53569","0.53569"
"234","0.42328","0.42328","0.42328","0.44803","0.44803","0.44803","0.51306","0.51306","0.51306","0.4872","0.4872","0.4872"
"235","0.41748","0.41748","0.41748","0.44242","0.44242","0.44242","0.50585","0.50585","0.50585","0.49487","0.49487","0.49487"
"236","0.41243","0.41243","0.41243","0.43014","0.43014","0.43014","0.50172","0.50172","0.50172","0.4916","0.4916","0.4916"
"237","0.4286","0.4286","0.4286","0.45859","0.45859","0.45859","0.51354","0.51354","0.51354","0.50739","0.50739","0.50739"
"238","0.41826","0.41826","0.41826","0.44668","0.44668","0.44668","0.50541","0.50541","0.50541","0.49972","0.49972","0.49972"
"239","0.40534","0.40534","0.40534","0.43355","0.43355","0.43355","0.48864","0.48864","0.48864","0.48472","0.48472","0.48472"
"240","0.40348","0.40348","0.40348","0.44682","0.44682","0.44682","0.48826","0.48826","0.48826","0.46881","0.46881","0.46881"
"241","0.411","0.411","0.411","0.44929","0.44929","0.44929","0.48995","0.48995","0.48995","0.48448","0.48448","0.48448"
"242","0.42116","0.42116","0.42116","0.45052","0.45052","0.45052","0.48952","0.48952","0.48952","0.48374","0.48374","0.48374"
"243","0.40782","0.40782","0.40782","0.44881","0.44881","0.44881","0.47719","0.47719","0.47719","0.49059","0.49059","0.49059"
"244","0.4078","0.4078","0.4078","0.44711","0.44711","0.44711","0.49898","0.49898","0.49898","0.50387","0.50387","0.50387"
"245","0.41183","0.41183","0.41183","0.44798","0.44798","0.44798","0.48705","0.48705","0.48705","0.47879","0.47879","0.47879"
"246","0.40465","0.40465","0.40465","0.45503","0.45503","0.45503","0.48538","0.48538","0.48538","0.50686","0.50686","0.50686"
"247","0.39443","0.39443","0.39443","0.43199","0.43199","0.43199","0.47577","0.47577","0.47577","0.48912","0.48912","0.48912"
"248","0.39674","0.39674","0.39674","0.43403","0.43403","0.43403","0.48877","0.48877","0.48877","0.4731","0.4731","0.4731"
"249","0.40716","0.40716","0.40716","0.43871","0.43871","0.43871","0.4915","0.4915","0.4915","0.49412","0.49412","0.49412"
"250","0.39938","0.39938","0.39938","0.44098","0.44098","0.44098","0.47312","0.47312","0.47312","0.4827","0.4827","0.4827"
"251","0.40233","0.40233","0.40233","0.44452","0.44452","0.44452","0.48061","0.48061","0.48061","0.49708","0.49708","0.49708"
"252","0.39314","0.39314","0.39314","0.4565","0.4565","0.4565","0.50692","0.50692","0.50692","0.49813","0.49813","0.49813"
"253","0.40147","0.40147","0.40147","0.46063","0.46063","0.46063","0.50475","0.50475","0.50475","0.5126","0.5126","0.5126"
"254","0.40787","0.40787","0.40787","0.45464","0.45464","0.45464","0.48677","0.48677","0.48677","0.48905","0.48905","0.48905"
"255","0.40319","0.40319","0.40319","0.4591","0.4591","0.4591","0.48015","0.48015","0.48015","0.48945","0.48945","0.48945"
"256","0.40502","0.40502","0.40502","0.44302","0.44302","0.44302","0.4867","0.4867","0.4867","0.50263","0.50263","0.50263"
"257","0.40524","0.40524","0.40524","0.44657","0.44657","0.44657","0.48238","0.48238","0.48238","0.47502","0.47502","0.47502"
"258","0.41608","0.41608","0.41608","0.45579","0.45579","0.45579","0.48697","0.48697","0.48697","0.47635","0.47635","0.47635"
"259","0.39698","0.39698","0.39698","0.44294","0.44294","0.44294","0.49838","0.49838","0.49838","0.46631","0.46631","0.46631"
"260","0.38524","0.38524","0.38524","0.42913","0.42913","0.42913","0.46646","0.46646","0.46646","0.48099","0.48099","0.48099"
"261","0.39345","0.39345","0.39345","0.44309","0.44309","0.44309","0.46901","0.46901","0.46901","0.47872","0.47872","0.47872"
"262","0.39563","0.39563","0.39563","0.43587","0.43587","0.43587","0.47679","0.47679","0.47679","0.48899","0.48899","0.48899"
"263","0.39027","0.39027","0.39027","0.43665","0.43665","0.43665","0.47868","0.47868","0.47868","0.43724","0.43724","0.43724"
"264","0.39066","0.39066","0.39066","0.43197","0.43197","0.43197","0.48483","0.48483","0.48483","0.47338","0.47338","0.47338"
"265","0.39374","0.39374","0.39374","0.44017","0.44017","0.44017","0.49031","0.49031","0.49031","0.48015","0.48015","0.48015"
"266","0.39051","0.39051","0.39051","0.4372","0.4372","0.4372","0.47897","0.47897","0.47897","0.48963","0.48963","0.48963"
"267","0.39482","0.39482","0.39482","0.43985","0.43985","0.43985","0.47539","0.47539","0.47539","0.4761","0.4761","0.4761"
"268","0.40563","0.40563","0.40563","0.44402","0.44402","0.44402","0.48707","0.48707","0.48707","0.47247","0.47247","0.47247"
"269","0.39022","0.39022","0.39022","0.43032","0.43032","0.43032","0.4806","0.4806","0.4806","0.47149","0.47149","0.47149"
"270","0.38487","0.38487","0.38487","0.44264","0.44264","0.44264","0.47094","0.47094","0.47094","0.48362","0.48362","0.48362"
"271","0.40436","0.40436","0.40436","0.44565","0.44565","0.44565","0.4749","0.4749","0.4749","0.47219","0.47219","0.47219"
"272","0.40487","0.40487","0.40487","0.44822","0.44822","0.44822","0.46685","0.46685","0.46685","0.4685","0.4685","0.4685"
"273","0.39286","0.39286","0.39286","0.42957","0.42957","0.42957","0.47218","0.47218","0.47218","0.46841","0.46841","0.46841"
"274","0.39054","0.39054","0.39054","0.43145","0.43145","0.43145","0.48064","0.48064","0.48064","0.47376","0.47376","0.47376"
"275","0.37798","0.37798","0.37798","0.41752","0.41752","0.41752","0.47683","0.47683","0.47683","0.47996","0.47996","0.47996"
"276","0.38708","0.38708","0.38708","0.43005","0.43005","0.43005","0.46663","0.46663","0.46663","0.47138","0.47138","0.47138"
"277","0.39244","0.39244","0.39244","0.43954","0.43954","0.43954","0.47002","0.47002","0.47002","0.47123","0.47123","0.47123"
"278","0.37839","0.37839","0.37839","0.42419","0.42419","0.42419","0.46018","0.46018","0.46018","0.46351","0.46351","0.46351"
"279","0.38584","0.38584","0.38584","0.42513","0.42513","0.42513","0.47717","0.47717","0.47717","0.46641","0.46641","0.46641"
"280","0.39861","0.39861","0.39861","0.42755","0.42755","0.42755","0.48476","0.48476","0.48476","0.48565","0.48565","0.48565"
"281","0.39514","0.39514","0.39514","0.44169","0.44169","0.44169","0.47314","0.47314","0.47314","0.47966","0.47966","0.47966"
"282","0.3888","0.3888","0.3888","0.43127","0.43127","0.43127","0.48112","0.48112","0.48112","0.47114","0.47114","0.47114"
"283","0.39268","0.39268","0.39268","0.41941","0.41941","0.41941","0.45412","0.45412","0.45412","0.44577","0.44577","0.44577"
"284","0.38652","0.38652","0.38652","0.41984","0.41984","0.41984","0.46583","0.46583","0.46583","0.45352","0.45352","0.45352"
"285","0.39152","0.39152","0.39152","0.41665","0.41665","0.41665","0.47181","0.47181","0.47181","0.44804","0.44804","0.44804"
"286","0.39343","0.39343","0.39343","0.42853","0.42853","0.42853","0.45663","0.45663","0.45663","0.45491","0.45491","0.45491"
"287","0.37611","0.37611","0.37611","0.41697","0.41697","0.41697","0.45743","0.45743","0.45743","0.43895","0.43895","0.43895"
"288","0.37173","0.37173","0.37173","0.41184","0.41184","0.41184","0.46111","0.46111","0.46111","0.44081","0.44081","0.44081"
"289","0.37476","0.37476","0.37476","0.40991","0.40991","0.40991","0.45787","0.45787","0.45787","0.46955","0.46955","0.46955"
"290","0.38473","0.38473","0.38473","0.4299","0.4299","0.4299","0.46032","0.46032","0.46032","0.45583","0.45583","0.45583"
"291","0.37875","0.37875","0.37875","0.40459","0.40459","0.40459","0.44662","0.44662","0.44662","0.46006","0.46006","0.46006"
"292","0.38717","0.38717","0.38717","0.42524","0.42524","0.42524","0.45285","0.45285","0.45285","0.46896","0.46896","0.46896"
"293","0.38318","0.38318","0.38318","0.42078","0.42078","0.42078","0.44494","0.44494","0.44494","0.45449","0.45449","0.45449"
"294","0.38376","0.38376","0.38376","0.40853","0.40853","0.40853","0.44709","0.44709","0.44709","0.46655","0.46655","0.46655"
"295","0.38961","0.38961","0.38961","0.42032","0.42032","0.42032","0.47586","0.47586","0.47586","0.46724","0.46724","0.46724"
"296","0.38008","0.38008","0.38008","0.41601","0.41601","0.41601","0.4761","0.4761","0.4761","0.4487","0.4487","0.4487"
"297","0.37563","0.37563","0.37563","0.41107","0.41107","0.41107","0.44497","0.44497","0.44497","0.46867","0.46867","0.46867"
"298","0.37447","0.37447","0.37447","0.40028","0.40028","0.40028","0.46547","0.46547","0.46547","0.438","0.438","0.438"
"299","0.38896","0.38896","0.38896","0.42506","0.42506","0.42506","0.46199","0.46199","0.46199","0.44318","0.44318","0.44318"
"300","0.38082","0.38082","0.38082","0.42696","0.42696","0.42696","0.4677","0.4677","0.4677","0.45035","0.45035","0.45035"
"301","0.39259","0.39259","0.39259","0.42324","0.42324","0.42324","0.46581","0.46581","0.46581","0.46132","0.46132","0.46132"
"302","0.38986","0.38986","0.38986","0.41909","0.41909","0.41909","0.44083","0.44083","0.44083","0.44762","0.44762","0.44762"
"303","0.387","0.387","0.387","0.41211","0.41211","0.41211","0.45185","0.45185","0.45185","0.44302","0.44302","0.44302"
"304","0.3894","0.3894","0.3894","0.42079","0.42079","0.42079","0.4559","0.4559","0.4559","0.43636","0.43636","0.43636"
"305","0.36127","0.36127","0.36127","0.40184","0.40184","0.40184","0.46334","0.46334","0.46334","0.45178","0.45178","0.45178"
"306","0.37353","0.37353","0.37353","0.41281","0.41281","0.41281","0.4491","0.4491","0.4491","0.43775","0.43775","0.43775"
"307","0.38161","0.38161","0.38161","0.41588","0.41588","0.41588","0.46227","0.46227","0.46227","0.44334","0.44334","0.44334"
"308","0.38384","0.38384","0.38384","0.41754","0.41754","0.41754","0.4474","0.4474","0.4474","0.46135","0.46135","0.46135"
"309","0.38092","0.38092","0.38092","0.4132","0.4132","0.4132","0.45871","0.45871","0.45871","0.44367","0.44367","0.44367"
"310","0.37092","0.37092","0.37092","0.40497","0.40497","0.40497","0.44758","0.44758","0.44758","0.45233","0.45233","0.45233"
"311","0.37402","0.37402","0.37402","0.40786","0.40786","0.40786","0.44858","0.44858","0.44858","0.44943","0.44943","0.44943"
"312","0.37268","0.37268","0.37268","0.40895","0.40895","0.40895","0.44442","0.44442","0.44442","0.44188","0.44188","0.44188"
"313","0.37916","0.37916","0.37916","0.40845","0.40845","0.40845","0.4402","0.4402","0.4402","0.44718","0.44718","0.44718"
"314","0.37346","0.37346","0.37346","0.40993","0.40993","0.40993","0.45978","0.45978","0.45978","0.44901","0.44901","0.44901"
"315","0.37904","0.37904","0.37904","0.41409","0.41409","0.41409","0.4413","0.4413","0.4413","0.46316","0.46316","0.46316"
"316","0.36992","0.36992","0.36992","0.41756","0.41756","0.41756","0.44402","0.44402","0.44402","0.45983","0.45983","0.45983"
"317","0.37106","0.37106","0.37106","0.40421","0.40421","0.40421","0.45275","0.45275","0.45275","0.44263","0.44263","0.44263"
"318","0.3732","0.3732","0.3732","0.40753","0.40753","0.40753","0.44977","0.44977","0.44977","0.45277","0.45277","0.45277"
"319","0.35753","0.35753","0.35753","0.39525","0.39525","0.39525","0.45187","0.45187","0.45187","0.43263","0.43263","0.43263"
"320","0.36516","0.36516","0.36516","0.40768","0.40768","0.40768","0.43043","0.43043","0.43043","0.44514","0.44514","0.44514"
"321","0.37178","0.37178","0.37178","0.41658","0.41658","0.41658","0.44411","0.44411","0.44411","0.44299","0.44299","0.44299"
"322","0.37558","0.37558","0.37558","0.40347","0.40347","0.40347","0.44369","0.44369","0.44369","0.45494","0.45494","0.45494"
"323","0.37862","0.37862","0.37862","0.40835","0.40835","0.40835","0.44982","0.44982","0.44982","0.43115","0.43115","0.43115"
"324","0.37002","0.37002","0.37002","0.40903","0.40903","0.40903","0.42772","0.42772","0.42772","0.43639","0.43639","0.43639"
"325","0.36264","0.36264","0.36264","0.39129","0.39129","0.39129","0.42466","0.42466","0.42466","0.42024","0.42024","0.42024"
"326","0.37301","0.37301","0.37301","0.40037","0.40037","0.40037","0.4199","0.4199","0.4199","0.43189","0.43189","0.43189"
"327","0.37673","0.37673","0.37673","0.40343","0.40343","0.40343","0.42869","0.42869","0.42869","0.43823","0.43823","0.43823"
"328","0.37597","0.37597","0.37597","0.40327","0.40327","0.40327","0.4504","0.4504","0.4504","0.45171","0.45171","0.45171"
"329","0.37284","0.37284","0.37284","0.39243","0.39243","0.39243","0.43691","0.43691","0.43691","0.45345","0.45345","0.45345"
"330","0.37745","0.37745","0.37745","0.39387","0.39387","0.39387","0.43279","0.43279","0.43279","0.42228","0.42228","0.42228"
"331","0.36224","0.36224","0.36224","0.39166","0.39166","0.39166","0.43559","0.43559","0.43559","0.41612","0.41612","0.41612"
"332","0.36157","0.36157","0.36157","0.39854","0.39854","0.39854","0.44394","0.44394","0.44394","0.41307","0.41307","0.41307"
"333","0.36715","0.36715","0.36715","0.40771","0.40771","0.40771","0.42763","0.42763","0.42763","0.41737","0.41737","0.41737"
"334","0.37327","0.37327","0.37327","0.40331","0.40331","0.40331","0.43754","0.43754","0.43754","0.44794","0.44794","0.44794"
"335","0.3593","0.3593","0.3593","0.39134","0.39134","0.39134","0.42862","0.42862","0.42862","0.43416","0.43416","0.43416"
"336","0.36358","0.36358","0.36358","0.39497","0.39497","0.39497","0.43464","0.43464","0.43464","0.43542","0.43542","0.43542"
"337","0.35454","0.35454","0.35454","0.38783","0.38783","0.38783","0.43069","0.43069","0.43069","0.40182","0.40182","0.40182"
"338","0.35014","0.35014","0.35014","0.38817","0.38817","0.38817","0.42425","0.42425","0.42425","0.4294","0.4294","0.4294"
"339","0.36378","0.36378","0.36378","0.40132","0.40132","0.40132","0.42963","0.42963","0.42963","0.41955","0.41955","0.41955"
"340","0.36863","0.36863","0.36863","0.4003","0.4003","0.4003","0.43079","0.43079","0.43079","0.44633","0.44633","0.44633"
"341","0.35271","0.35271","0.35271","0.38695","0.38695","0.38695","0.43149","0.43149","0.43149","0.4102","0.4102","0.4102"
"342","0.35645","0.35645","0.35645","0.38765","0.38765","0.38765","0.43372","0.43372","0.43372","0.43636","0.43636","0.43636"
"343","0.3604","0.3604","0.3604","0.40484","0.40484","0.40484","0.43984","0.43984","0.43984","0.41813","0.41813","0.41813"
"344","0.34763","0.34763","0.34763","0.38117","0.38117","0.38117","0.43176","0.43176","0.43176","0.43372","0.43372","0.43372"
"345","0.35792","0.35792","0.35792","0.38463","0.38463","0.38463","0.41229","0.41229","0.41229","0.42101","0.42101","0.42101"
"346","0.36978","0.36978","0.36978","0.41489","0.41489","0.41489","0.43097","0.43097","0.43097","0.41019","0.41019","0.41019"
"347","0.36823","0.36823","0.36823","0.39628","0.39628","0.39628","0.43808","0.43808","0.43808","0.4159","0.4159","0.4159"
"348","0.36275","0.36275","0.36275","0.39682","0.39682","0.39682","0.42035","0.42035","0.42035","0.41022","0.41022","0.41022"
"349","0.34983","0.34983","0.34983","0.37811","0.37811","0.37811","0.40348","0.40348","0.40348","0.39878","0.39878","0.39878"
"350","0.35464","0.35464","0.35464","0.3794","0.3794","0.3794","0.41409","0.41409","0.41409","0.4075","0.4075","0.4075"
"351","0.36083","0.36083","0.36083","0.39666","0.39666","0.39666","0.42939","0.42939","0.42939","0.45865","0.45865","0.45865"
"352","0.34976","0.34976","0.34976","0.38577","0.38577","0.38577","0.42189","0.42189","0.42189","0.41558","0.41558","0.41558"
"353","0.35607","0.35607","0.35607","0.3785","0.3785","0.3785","0.4047","0.4047","0.4047","0.42476","0.42476","0.42476"
"354","0.35546","0.35546","0.35546","0.38657","0.38657","0.38657","0.41599","0.41599","0.41599","0.43227","0.43227","0.43227"
"355","0.35901","0.35901","0.35901","0.38618","0.38618","0.38618","0.4233","0.4233","0.4233","0.39889","0.39889","0.39889"
"356","0.35438","0.35438","0.35438","0.37453","0.37453","0.37453","0.42636","0.42636","0.42636","0.41064","0.41064","0.41064"
"357","0.35919","0.35919","0.35919","0.38914","0.38914","0.38914","0.42791","0.42791","0.42791","0.41953","0.41953","0.41953"
"358","0.3556","0.3556","0.3556","0.40075","0.40075","0.40075","0.43437","0.43437","0.43437","0.42665","0.42665","0.42665"
"359","0.34913","0.34913","0.34913","0.3826","0.3826","0.3826","0.42208","0.42208","0.42208","0.41049","0.41049","0.41049"
"360","0.35869","0.35869","0.35869","0.39297","0.39297","0.39297","0.40264","0.40264","0.40264","0.40532","0.40532","0.40532"
"361","0.33629","0.33629","0.33629","0.36964","0.36964","0.36964","0.42304","0.42304","0.42304","0.40425","0.40425","0.40425"
"362","0.34895","0.34895","0.34895","0.37257","0.37257","0.37257","0.4205","0.4205","0.4205","0.39778","0.39778","0.39778"
"363","0.34749","0.34749","0.34749","0.37437","0.37437","0.37437","0.41405","0.41405","0.41405","0.42667","0.42667","0.42667"
"364","0.35754","0.35754","0.35754","0.379","0.379","0.379","0.42363","0.42363","0.42363","0.42119","0.42119","0.42119"
"365","0.35054","0.35054","0.35054","0.37195","0.37195","0.37195","0.41946","0.41946","0.41946","0.39009","0.39009","0.39009"
"366","0.34334","0.34334","0.34334","0.36312","0.36312","0.36312","0.41484","0.41484","0.41484","0.40865","0.40865","0.40865"
"367","0.34759","0.34759","0.34759","0.37518","0.37518","0.37518","0.40811","0.40811","0.40811","0.42697","0.42697","0.42697"
"368","0.3591","0.3591","0.3591","0.38885","0.38885","0.38885","0.41897","0.41897","0.41897","0.39968","0.39968","0.39968"
"369","0.3443","0.3443","0.3443","0.37364","0.37364","0.37364","0.41767","0.41767","0.41767","0.39789","0.39789","0.39789"
"370","0.34706","0.34706","0.34706","0.37873","0.37873","0.37873","0.4159","0.4159","0.4159","0.40927","0.40927","0.40927"
"371","0.3536","0.3536","0.3536","0.3856","0.3856","0.3856","0.42118","0.42118","0.42118","0.39421","0.39421","0.39421"
"372","0.34748","0.34748","0.34748","0.37602","0.37602","0.37602","0.40856","0.40856","0.40856","0.43111","0.43111","0.43111"
"373","0.34456","0.34456","0.34456","0.36815","0.36815","0.36815","0.39868","0.39868","0.39868","0.39729","0.39729","0.39729"
"374","0.33788","0.33788","0.33788","0.3643","0.3643","0.3643","0.40312","0.40312","0.40312","0.40022","0.40022","0.40022"
"375","0.34224","0.34224","0.34224","0.36577","0.36577","0.36577","0.39578","0.39578","0.39578","0.40342","0.40342","0.40342"
"376","0.33885","0.33885","0.33885","0.36438","0.36438","0.36438","0.40885","0.40885","0.40885","0.41187","0.41187","0.41187"
"377","0.3506","0.3506","0.3506","0.37651","0.37651","0.37651","0.40959","0.40959","0.40959","0.41011","0.41011","0.41011"
"378","0.33611","0.33611","0.33611","0.35867","0.35867","0.35867","0.40597","0.40597","0.40597","0.41945","0.41945","0.41945"
"379","0.33922","0.33922","0.33922","0.37098","0.37098","0.37098","0.40096","0.40096","0.40096","0.40806","0.40806","0.40806"
"380","0.34548","0.34548","0.34548","0.36778","0.36778","0.36778","0.40746","0.40746","0.40746","0.408","0.408","0.408"
"381","0.35123","0.35123","0.35123","0.38408","0.38408","0.38408","0.4208","0.4208","0.4208","0.4185","0.4185","0.4185"
"382","0.33053","0.33053","0.33053","0.35862","0.35862","0.35862","0.40614","0.40614","0.40614","0.40757","0.40757","0.40757"
"383","0.33187","0.33187","0.33187","0.36759","0.36759","0.36759","0.40313","0.40313","0.40313","0.41223","0.41223","0.41223"
"384","0.33262","0.33262","0.33262","0.3584","0.3584","0.3584","0.39667","0.39667","0.39667","0.40545","0.40545","0.40545"
"385","0.34102","0.34102","0.34102","0.3553","0.3553","0.3553","0.3903","0.3903","0.3903","0.40952","0.40952","0.40952"
"386","0.34252","0.34252","0.34252","0.37363","0.37363","0.37363","0.40279","0.40279","0.40279","0.40924","0.40924","0.40924"
"387","0.33381","0.33381","0.33381","0.36015","0.36015","0.36015","0.39765","0.39765","0.39765","0.39762","0.39762","0.39762"
"388","0.34506","0.34506","0.34506","0.36981","0.36981","0.36981","0.39718","0.39718","0.39718","0.38963","0.38963","0.38963"
"389","0.3391","0.3391","0.3391","0.37332","0.37332","0.37332","0.40066","0.40066","0.40066","0.40099","0.40099","0.40099"
"390","0.34269","0.34269","0.34269","0.37067","0.37067","0.37067","0.40404","0.40404","0.40404","0.39373","0.39373","0.39373"
"391","0.32511","0.32511","0.32511","0.3577","0.3577","0.3577","0.4054","0.4054","0.4054","0.40782","0.40782","0.40782"
"392","0.335","0.335","0.335","0.36511","0.36511","0.36511","0.40755","0.40755","0.40755","0.39374","0.39374","0.39374"
"393","0.33632","0.33632","0.33632","0.35728","0.35728","0.35728","0.40328","0.40328","0.40328","0.39962","0.39962","0.39962"
"394","0.32891","0.32891","0.32891","0.35067","0.35067","0.35067","0.3967","0.3967","0.3967","0.39057","0.39057","0.39057"
"395","0.33421","0.33421","0.33421","0.35415","0.35415","0.35415","0.38989","0.38989","0.38989","0.39397","0.39397","0.39397"
"396","0.33935","0.33935","0.33935","0.36173","0.36173","0.36173","0.3924","0.3924","0.3924","0.37411","0.37411","0.37411"
"397","0.33125","0.33125","0.33125","0.35054","0.35054","0.35054","0.38333","0.38333","0.38333","0.38426","0.38426","0.38426"
"398","0.33318","0.33318","0.33318","0.35768","0.35768","0.35768","0.40424","0.40424","0.40424","0.38863","0.38863","0.38863"
"399","0.33007","0.33007","0.33007","0.35146","0.35146","0.35146","0.39913","0.39913","0.39913","0.37406","0.37406","0.37406"
"400","0.32757","0.32757","0.32757","0.35236","0.35236","0.35236","0.39598","0.39598","0.39598","0.39817","0.39817","0.39817"
"401","0.32561","0.32561","0.32561","0.35869","0.35869","0.35869","0.39034","0.39034","0.39034","0.37434","0.37434","0.37434"
"402","0.33762","0.33762","0.33762","0.36969","0.36969","0.36969","0.41072","0.41072","0.41072","0.39366","0.39366","0.39366"
